0.5	nan
0.6	nan
0.7	nan
0.8	1
0.9	1
1	1
1.1	1
1.2	1
1.3	1
1.4	1
1.5	0.999999
1.6	0.999999
1.7	0.999997
1.8	0.999995
1.9	0.999992
2	0.999988
2.1	0.999981
2.2	0.999975
2.3	0.999938
2.4	0.999961
2.5	0.99993
2.6	0.999856
2.7	0.999586
2.8	0.999622
2.9	0.999973
3	0.99987
3.1	0.990316
3.2	0.975656
3.3	0.994554
3.4	0.94293
3.5	0.990909
3.6	0.993899
3.7	0.999061
3.8	0.493149
3.9	0.315268
4	0.985828
4.1	0.951427
4.2	0.954924
4.3	0.982988
4.4	0.754765
4.5	0.488754
4.6	0.76226
4.7	0.820181
4.8	0.929693
4.9	0.09677
5	0.312709
