-16	0.331089
-14	0.0970258
-12	0.036036
-10	0.0149337
-8	0.00817799
-6	0.00479258
-4	0.00349485
-2	0.00291393
0	0.00307163
2	0.00291393
4	0.00349485
6	0.00479258
8	0.00817799
10	0.0149337
12	0.036036
14	0.0970258
16	0.331089
