0 29520
2 58803
4 58098
6 57617
8 56632
10 55585
12 53521
14 51550
16 49367
18 46989
20 44773
22 42050
24 39668
26 37119
28 34618
30 32039
32 29264
34 26594
36 24316
38 21767
40 19737
42 17578
44 15954
46 14134
48 12205
50 10800
52 9483
54 8173
56 6953
58 5902
60 5088
62 4256
64 3744
66 3119
68 2556
70 2133
72 1690
74 1324
76 1077
78 896
80 721
82 598
84 451
86 365
88 301
90 208
92 152
94 127
96 105
98 78
100 58
102 36
104 19
106 19
108 18
110 14
112 11
114 9
116 8
118 3
122 3
126 1
132 1
134 1
138 1
