1 0.999274
1.0404 0.998994
1.08081 0.998644
1.12121 0.9982
1.16162 0.99765
1.20202 0.996986
1.24242 0.996185
1.28283 0.995223
1.32323 0.994091
1.36364 0.992773
1.40404 0.99123
1.44444 0.989423
1.48485 0.987344
1.52525 0.984978
1.56566 0.982232
1.60606 0.979084
1.64646 0.975603
1.68687 0.971499
1.72727 0.966857
1.76768 0.961593
1.80808 0.955562
1.84848 0.948645
1.88889 0.940654
1.92929 0.931253
1.9697 0.920609
2.0101 0.907869
2.05051 0.892026
2.09091 0.873423
2.13131 0.849307
2.17172 0.820138
2.21212 0.781832
2.25253 0.735266
2.29293 0.679768
2.33333 0.620362
2.37374 0.554588
2.41414 0.49713
2.45455 0.442118
2.49495 0.394062
2.53535 0.355537
2.57576 0.321697
2.61616 0.293363
2.65657 0.270823
2.69697 0.25183
2.73737 0.236552
2.77778 0.221203
2.81818 0.209475
2.85859 0.199677
2.89899 0.190103
2.93939 0.181984
2.9798 0.174993
3.0202 0.168534
3.06061 0.163075
3.10101 0.15728
3.14141 0.15277
3.18182 0.148561
3.22222 0.144385
3.26263 0.140654
3.30303 0.137377
3.34343 0.134204
3.38384 0.131522
3.42424 0.128567
3.46465 0.126278
3.50505 0.123733
3.54545 0.121497
3.58586 0.119408
3.62626 0.11752
3.66667 0.115625
3.70707 0.113797
3.74747 0.112072
3.78788 0.110477
3.82828 0.109119
3.86869 0.107693
3.90909 0.106426
3.94949 0.104847
3.9899 0.103733
4.0303 0.10254
4.07071 0.101373
4.11111 0.100483
4.15152 0.0993433
4.19192 0.0982675
4.23232 0.0972992
4.27273 0.096415
4.31313 0.095586
4.35354 0.0947351
4.39394 0.093849
4.43434 0.0930165
4.47475 0.0922579
4.51515 0.0916735
4.55556 0.090774
4.59596 0.0901321
4.63636 0.0895751
4.67677 0.0889005
4.71717 0.0883067
4.75758 0.0876948
4.79798 0.0871292
4.83838 0.0866373
4.87879 0.0860245
4.91919 0.0854145
4.9596 0.0849237
5 0.0844379
