10 0.016302079999999997,
100 0.0015106312,
1000 0.00028763985000000003,
10000 8.738217499999998e-06,
100000 5.869754499999999e-07,
1000000 1.5398584000000002e-07,
10000000 4.9557089999999994e-08,
100000000 7.21158865e-10
