0	nan
0.1	1
0.2	1
0.3	1
0.4	1
0.5	1
0.6	0.999997
0.7	0.999977
0.8	0.999904
0.9	0.999707
1	0.999288
1.1	0.998526
1.2	0.997301
1.3	0.9955
1.4	0.993029
1.5	0.989822
1.6	0.985839
1.7	0.981068
1.8	0.97552
1.9	0.969223
2	0.962223
2.1	0.954578
2.2	0.946352
2.3	0.937612
2.4	0.92843
2.5	0.918874
2.6	0.909012
2.7	0.898907
2.8	0.888619
2.9	0.878203
3	0.867708
3.1	0.857178
3.2	0.846655
3.3	0.836171
3.4	0.825759
3.5	0.815444
3.6	0.805248
3.7	0.795191
3.8	0.785287
3.9	0.775551
4	0.765991
4.1	0.756617
4.2	0.747435
4.3	0.738448
4.4	0.72966
4.5	0.721072
4.6	0.712685
4.7	0.704499
4.8	0.696511
4.9	0.688722
5	0.681126
